S.No#,CarTitle,CarCompany,ModelYear,Mileage(km),EngineType,Transmission,RegisteredCIty,CarColor,EngineCapacity(cc),BodyType,Price(PKR_lacs)
230,Suzuki Mehran VX 2012,Suzuki,2012,12887,Petrol,Manual,Peshawar,White,800,Hatchback,8
231,Suzuki Bolan VX Euro II 2015,Suzuki,2015,58578,Petrol,Manual,Punjab,Green,800,Van,8
232,Daihatsu Cuore CX Eco 2009,Daihatsu,2009,2555,Petrol,Manual,Sindh,Bronze,800,Hatchback,8
233,Suzuki Mehran VX Euro II 2013,Suzuki,2013,36500,Petrol,Manual,Multan,Grey,800,Hatchback,8
234,Suzuki Bolan VX 2012,Suzuki,2012,16622,Petrol,Manual,Abbottabad,Black,800,Mini Van,8
235,Suzuki Mehran VX 2009,Suzuki,2009,40000,Petrol,Manual,Rahim Yar Khan,Silver,800,Hatchback,8
236,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,50000,Petrol,Manual,Sindh,Brown,800,Hatchback,8.1
237,Suzuki Bolan VX Euro II 2015,Suzuki,2015,45785,Petrol,Manual,Punjab,Green,800,Van,8.1
238,Mitsubishi Pajero Mini VR 2007,Mitsubishi,2007,10000,Petrol,Manual,Sindh,Green,660,SUV,8.1
239,Suzuki Mehran VX Euro II 2012,Suzuki,2012,45570,Petrol,Manual,Islamabad,White,800,Hatchback,8.1
240,Suzuki Mehran VX 2012,Suzuki,2012,47000,Petrol,Manual,Rawalpindi,Grey,800,Hatchback,8.1
241,Suzuki Alto VXR 2006,Suzuki,2006,1234,Petrol,Manual,Un-Registered,Silver,1000,Hatchback,8.1
242,Suzuki Mehran VX Euro II Limited Edition 2013,Suzuki,2013,38000,Petrol,Manual,Islamabad,White,800,Hatchback,8.1
243,Suzuki Mehran VX 2012,Suzuki,2012,56000,Petrol,Manual,Islamabad,Grey,800,Hatchback,8.1
244,Suzuki Bolan VX Euro II 2013,Suzuki,2013,56000,Petrol,Manual,Islamabad,White,800,Van,8.15
245,United Bravo Base Grade  2019,United,2019,35000,Petrol,Manual,Islamabad,White,800,Hatchback,8.15
246,Suzuki Ravi Euro II 2015,Suzuki,2015,999,Petrol,Manual,Punjab,Green,800,Pick Up,8.15
247,Suzuki Ravi Euro II 2013,Suzuki,2013,1234,Petrol,Manual,Islamabad,White,800,Pick Up,8.2
248,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,60000,Petrol,Manual,Punjab,Grey,800,Hatchback,8.2
249,Suzuki Cultus VXRi 2009,Suzuki,2009,56000,Petrol,Manual,Sindh,Grey,1000,Hatchback,8.2
250,Suzuki Alto VXR 2008,Suzuki,2008,10000,Petrol,Manual,Rawalpindi,Blue,1000,Hatchback,8.2
251,Suzuki Mehran VX Euro II 2014,Suzuki,2014,39000,Petrol,Manual,Islamabad,White,800,Hatchback,8.2
252,Suzuki Mehran VXR Euro II 2013,Suzuki,2013,50000,Petrol,Manual,Punjab,Blue,800,Hatchback,8.2
253,Suzuki Mehran VX Euro II 2014,Suzuki,2014,39000,Petrol,Manual,Islamabad,White,800,Hatchback,8.2
254,Suzuki Alto VX (CNG) 2009,Suzuki,2009,60000,Petrol,Manual,Islamabad,White,1000,Hatchback,8.2
255,Hyundai Santro Club GV 2007,Hyundai,2007,4500,Petrol,Manual,Multan,White,1100,Hatchback,8.2
256,Daihatsu Cuore CX Eco 2006,Daihatsu,2006,55000,Petrol,Manual,Punjab,Grey,800,Hatchback,8.2
257,Suzuki Mehran VXR Euro II 2013,Suzuki,2013,57633,Petrol,Manual,Islamabad,Grey,800,Hatchback,8.2
258,Suzuki Cultus VX (CNG) 2005,Suzuki,2005,2800,Petrol,Manual,Islamabad,White,1000,Hatchback,8.25
259,Suzuki Cultus VXRi 2008,Suzuki,2008,21000,Petrol,Manual,Lahore,White,1000,Hatchback,8.25
260,Honda Civic EXi Automatic 1996,Honda,1996,850,Petrol,Automatic,Punjab,Silver,1500,Sedan,8.25
261,Suzuki Alto VXR 2008,Suzuki,2008,9218,Petrol,Manual,Peshawar,Grey,1000,Hatchback,8.25
262,Suzuki Bolan VX Euro II 2015,Suzuki,2015,11111,Petrol,Manual,Lahore,Green,800,Van,8.25
263,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,50000,Petrol,Manual,Lahore,Blue,800,Hatchback,8.25
264,Suzuki Mehran VX (CNG) 2006,Suzuki,2006,24000,Petrol,Manual,Islamabad,Silver,800,Hatchback,8.25
265,Suzuki Cultus VXRi (CNG) 2009,Suzuki,2009,45000,Petrol,Manual,Multan,White,1000,Hatchback,8.25
266,Suzuki Ravi Euro II 2008,Suzuki,2008,1000,Petrol,Manual,Sargodha,White,800,Pick Up,8.25
267,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,1234,Petrol,Manual,Sindh,Grey,800,Hatchback,8.25
268,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,29900,Petrol,Manual,Lahore,Grey,800,Hatchback,8.25
269,Suzuki Mehran VX Euro II 2013,Suzuki,2013,55000,Petrol,Manual,Islamabad,Green,800,Hatchback,8.25
270,Suzuki Mehran VXR (CNG) 2004,Suzuki,2004,56000,Petrol,Manual,Sialkot,Silver,800,Hatchback,8.25
271,Suzuki Bolan VX Euro II 2015,Suzuki,2015,48000,Petrol,Manual,Multan,Green,800,Van,8.25
272,Suzuki Bolan VX 2004,Suzuki,2004,54000,Petrol,Manual,Lahore,White,800,Mini Van,8.25
273,Suzuki Bolan VX Euro II 2015,Suzuki,2015,20000,Petrol,Manual,Punjab,Green,800,Van,8.3
274,Suzuki Cultus EURO II 2008,Suzuki,2008,45000,Petrol,Manual,Sindh,Silver,1000,Hatchback,8.3
275,Suzuki Bolan VX Euro II 2015,Suzuki,2015,60000,Petrol,Manual,Sindh,White,800,Van,8.3
276,Suzuki Mehran VX Euro II Limited Edition 2016,Suzuki,2016,45000,Petrol,Manual,Sindh,Grey,800,Hatchback,8.3
277,Daihatsu Cuore CX Eco 2009,Daihatsu,2009,55000,Petrol,Manual,Sindh,Gold,800,Hatchback,8.3
278,Suzuki Bolan VX Euro II 2013,Suzuki,2013,5555,Petrol,Manual,Peshawar,White,800,Van,8.3
279,Suzuki Liana LXi 2006,Suzuki,2006,25000,Petrol,Manual,Punjab,Black,1300,Sedan,8.3
280,Suzuki Bolan VX Euro II 2015,Suzuki,2015,55000,Petrol,Manual,D.G.Khan,Green,800,Van,8.3
281,Suzuki Ravi Euro II 2012,Suzuki,2012,25000,Petrol,Manual,Multan,White,800,Pick Up,8.3
282,Suzuki Liana RXi (CNG) 2007,Suzuki,2007,60000,Petrol,Manual,Sindh,Grey,1300,Sedan,8.3
283,Suzuki Mehran VXR 2011,Suzuki,2011,23456,Petrol,Manual,Rawalpindi,White,800,Hatchback,8.3
284,Suzuki Alto VXR (CNG) 2010,Suzuki,2010,50000,Petrol,Manual,Sindh,Green,1000,Hatchback,8.35
285,Suzuki Cultus VXRi 2008,Suzuki,2008,31000,Petrol,Manual,Punjab,Beige,1000,Hatchback,8.35
286,Suzuki Mehran VX Euro II 2013,Suzuki,2013,4500,Petrol,Manual,Islamabad,White,800,Hatchback,8.35
287,Suzuki Mehran VX Euro II 2013,Suzuki,2013,28000,Petrol,Manual,Islamabad,Grey,800,Hatchback,8.4
288,Suzuki Cultus EURO II 2007,Suzuki,2007,20000,Petrol,Automatic,Rawalpindi,White,1000,Hatchback,8.4
289,Suzuki Mehran VX Euro II 2015,Suzuki,2015,60000,Petrol,Manual,Islamabad,White,800,Hatchback,8.4
290,Suzuki Cultus VXLi 2009,Suzuki,2009,786,Petrol,Manual,Sindh,White,1000,Hatchback,8.4
291,Suzuki Mehran VX (CNG) 2011,Suzuki,2011,35000,Petrol,Manual,Islamabad,White,800,Hatchback,8.4
292,Suzuki Cultus VXRi 2008,Suzuki,2008,50000,Petrol,Manual,Rahim Yar Khan,White,1000,Hatchback,8.4
293,Suzuki Mehran VX (CNG) 2012,Suzuki,2012,20000,Petrol,Manual,Rawalpindi,Grey,800,Hatchback,8.4
294,Suzuki Cultus VXR 2004,Suzuki,2004,60000,Petrol,Manual,Islamabad,Silver,1000,Hatchback,8.4
295,Suzuki Alto VXR 2012,Suzuki,2012,9780,Petrol,Manual,Punjab,Grey,1000,Hatchback,8.4
296,Suzuki Alto VXR 2009,Suzuki,2009,13456,Petrol,Manual,Multan,White,1000,Hatchback,8.4
297,Suzuki Mehran VX Euro II 2017,Suzuki,2017,50000,Petrol,Manual,Sindh,Gold,800,Hatchback,8.4
298,Suzuki Cultus VXRi 2008,Suzuki,2008,44000,Petrol,Manual,Punjab,Blue,1000,Hatchback,8.4
299,Suzuki Bolan Cargo Van Euro ll 2013,Suzuki,2013,12000,Petrol,Manual,Rawalpindi,Red,800,Mini Van,8.45
300,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,41500,Petrol,Manual,Sindh,White,800,Hatchback,8.49
301,Toyota Corolla 2.0D 2001,Toyota,2001,3000,Diesel,Manual,Multan,Gold,2000,Sedan,8.5
302,Suzuki Mehran VX Euro II 2013,Suzuki,2013,60000,Petrol,Manual,Punjab,Grey,800,Hatchback,8.5
303,Suzuki Mehran VX Euro II 2014,Suzuki,2014,50000,Petrol,Manual,Islamabad,White,800,Hatchback,8.5
304,Suzuki Alto VXR (CNG) 2008,Suzuki,2008,9332,Petrol,Manual,Peshawar,Navy,1000,Hatchback,8.5
305,Honda Accord 1.5L VTEC Turbo 1993,Honda,1993,35000,Petrol,Automatic,Islamabad,White,1600,Sedan,8.5
306,Honda Civic EXi Automatic 1997,Honda,1997,30051,Petrol,Automatic,Peshawar,Black,1500,Sedan,8.5
307,Suzuki Mehran VXR Euro II 2017,Suzuki,2017,52789,Petrol,Manual,Punjab,White,800,Hatchback,8.5
308,Suzuki Mehran VXR Euro II 2013,Suzuki,2013,8500,Petrol,Manual,Multan,White,800,Hatchback,8.5
309,Suzuki Cultus VXR 2007,Suzuki,2007,20000,Petrol,Manual,Punjab,Silver,1000,Hatchback,8.5
310,Suzuki Bolan VX 2011,Suzuki,2011,50000,Petrol,Manual,Sindh,White,800,Mini Van,8.5
311,Suzuki Mehran VX Euro II 2015,Suzuki,2015,48000,Petrol,Manual,Sindh,Grey,800,Hatchback,8.5
312,United Bravo Base Grade  2019,United,2019,28000,Petrol,Manual,Islamabad,Grey,800,Hatchback,8.5
313,Suzuki Bolan VX Euro II 2015,Suzuki,2015,40000,Petrol,Manual,Punjab,Green,800,Van,8.5
314,Suzuki Bolan VX Euro II 2016,Suzuki,2016,31500,Petrol,Manual,Sindh,White,800,Van,8.5
315,Suzuki Bolan VX Euro II 2015,Suzuki,2015,50000,Petrol,Manual,Punjab,White,800,Van,8.5
316,Toyota Corolla XE 1994,Toyota,1994,25000,Petrol,Manual,Taunsa sharif,Red,1300,Sedan,8.5
317,Suzuki Mehran VX Euro II (CNG) 2013,Suzuki,2013,27000,Petrol,Manual,Sindh,Grey,800,Hatchback,8.5
318,United Bravo Base Grade  2019,United,2019,23500,Petrol,Manual,Sahiwal,White,800,Hatchback,8.5
319,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,49000,Petrol,Manual,Sindh,White,800,Hatchback,8.55
320,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,27158,Petrol,Manual,Punjab,White,800,Hatchback,8.55
321,Suzuki Baleno JXR 2005,Suzuki,2005,5000,Petrol,Manual,Sindh,Silver,1300,Sedan,8.55
322,Suzuki Bolan VX Euro II 2016,Suzuki,2016,56080,Petrol,Manual,Sindh,White,800,Van,8.55
323,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,49000,Petrol,Manual,Karachi,Silver,800,Hatchback,8.55
324,Suzuki Cultus VXRi 2009,Suzuki,2009,1234,Petrol,Manual,Karachi,Blue,1000,Hatchback,8.55
325,Honda Civic EXi 2002,Honda,2002,50000,Petrol,Manual,Sindh,Silver,1500,Sedan,8.6
326,Suzuki Cultus VXL 2007,Suzuki,2007,36000,Petrol,Manual,Sindh,Black,1000,Hatchback,8.6
327,Suzuki Mehran VX Euro II 2015,Suzuki,2015,60000,Petrol,Manual,Rawalpindi,Beige,800,Hatchback,8.6
328,Suzuki Cultus VXRi 2008,Suzuki,2008,35000,Petrol,Manual,Punjab,White,1000,Hatchback,8.6
329,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,56000,Petrol,Manual,Islamabad,Red,800,Hatchback,8.6
330,Suzuki Bolan VX Euro II 2013,Suzuki,2013,55000,Petrol,Manual,Multan,White,800,Van,8.6
331,Daihatsu Cuore CX Eco 2008,Daihatsu,2008,55000,Petrol,Manual,Sindh,Silver,800,Hatchback,8.6
332,Suzuki Baleno Sport 2005,Suzuki,2005,27800,Petrol,Manual,Sindh,Black,1300,Sedan,8.6
333,Suzuki Cultus VX 2007,Suzuki,2007,60000,Petrol,Manual,Punjab,Blue,1000,Hatchback,8.6
334,Suzuki Ravi Euro II 2015,Suzuki,2015,58000,Petrol,Manual,Rawalpindi,White,800,Pick Up,8.65
335,Suzuki Ravi Euro II 2015,Suzuki,2015,57917,Petrol,Manual,Rawalpindi,White,800,Pick Up,8.65
336,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,30000,Petrol,Manual,Islamabad,Grey,800,Hatchback,8.65
337,Suzuki Mehran VX Euro II 2016,Suzuki,2016,38000,Petrol,Manual,Sindh,Silver,800,Hatchback,8.65
338,Suzuki Liana RXi (CNG) 2006,Suzuki,2006,3000,Petrol,Manual,Sindh,Grey,1300,Sedan,8.65
339,Suzuki Mehran VX Euro II (CNG) 2014,Suzuki,2014,10000,Petrol,Manual,Rawalpindi,White,800,Hatchback,8.65
340,Suzuki Bolan Cargo Van Euro ll 2017,Suzuki,2017,2905,Petrol,Manual,Rawalpindi,White,800,Mini Van,8.7
341,Suzuki Mehran VX Euro II 2014,Suzuki,2014,32000,Petrol,Manual,Sindh,White,800,Hatchback,8.7
342,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,55535,Petrol,Manual,Sindh,White,800,Hatchback,8.7
343,Toyota Corolla 2.0D 1998,Toyota,1998,12000,Diesel,Manual,Lahore,Gold,2000,Sedan,8.7
344,Suzuki Cultus VXRi 2009,Suzuki,2009,36500,Petrol,Manual,Sindh,Blue,1000,Hatchback,8.7
345,Suzuki Cultus VXRi (CNG) 2008,Suzuki,2008,36000,Petrol,Manual,Multan,Green,1000,Hatchback,8.7
346,Suzuki Bolan VX Euro II 2016,Suzuki,2016,32000,Petrol,Manual,Sindh,White,800,Van,8.7
347,Suzuki Alto VXR 2009,Suzuki,2009,50000,Petrol,Manual,Sindh,White,1000,Hatchback,8.7
348,Suzuki Mehran VX Euro II 2013,Suzuki,2013,48000,Petrol,Manual,Islamabad,White,800,Hatchback,8.7
349,Suzuki Alto VXR 2011,Suzuki,2011,50000,Petrol,Manual,Sindh,White,1000,Hatchback,8.7
350,Suzuki Mehran VX Euro II 2013,Suzuki,2013,32000,Petrol,Manual,Mardan,White,800,Hatchback,8.7
351,Mitsubishi Pajero Exceed 2.5D 1989,Mitsubishi,1989,950,Diesel,Manual,Sindh,Green,2500,SUV,8.74
352,Suzuki Mehran VX Euro II 2016,Suzuki,2016,50000,Petrol,Manual,Punjab,White,800,Hatchback,8.75
353,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,36000,Petrol,Manual,Bahawalpur,White,800,Hatchback,8.75
354,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,50000,Petrol,Manual,Multan,Silver,800,Hatchback,8.75
355,Suzuki Mehran VX Euro II 2016,Suzuki,2016,49000,Petrol,Manual,Islamabad,White,800,Hatchback,8.75
356,Suzuki Mehran VX Euro II 2016,Suzuki,2016,49000,Petrol,Manual,Islamabad,White,800,Hatchback,8.75
357,FAW X-PV Dual AC 2016,FAW,2016,15380,Petrol,Manual,Islamabad,Silver,1000,Mini Van,8.75
358,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,60000,Petrol,Manual,Multan,White,800,Hatchback,8.75
359,Suzuki Mehran VXR Euro II (CNG) 2017,Suzuki,2017,1000,Petrol,Manual,Sindh,Silver,800,Hatchback,8.75
360,Suzuki Mehran VX Euro II 2014,Suzuki,2014,49000,Petrol,Manual,Punjab,Grey,800,Hatchback,8.75
361,Suzuki Alto VXR 2003,Suzuki,2003,3000,Petrol,Automatic,Abbottabad,Silver,1000,Hatchback,8.8
362,Suzuki Cultus VXRi 2007,Suzuki,2007,24000,Petrol,Manual,Punjab,Blue,1000,Hatchback,8.8
363,Suzuki Cultus VXR 2007,Suzuki,2007,10000,Petrol,Manual,Islamabad,White,1000,Hatchback,8.8
364,Suzuki Mehran VXR Euro II 2019,Suzuki,2019,786,Petrol,Manual,Multan,White,800,Hatchback,8.8
365,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,55000,Petrol,Manual,Punjab,White,800,Hatchback,8.8
366,Toyota Corolla LX Limited 1.3 1993,Toyota,1993,10000,Petrol,Manual,Nowshera,Burgundy,1300,Sedan,8.8
367,Suzuki Baleno JXR 2005,Suzuki,2005,1234,Petrol,Manual,Islamabad,Gold,1300,Sedan,8.8
368,Suzuki Bolan VX Euro II 2014,Suzuki,2014,55000,Petrol,Manual,Lahore,White,800,Van,8.8
369,Suzuki Mehran VX Euro II 2014,Suzuki,2014,40000,Petrol,Manual,Islamabad,White,800,Hatchback,8.8
370,Suzuki Kei A 2004,Suzuki,2004,25000,Petrol,Automatic,Sindh,Silver,660,Hatchback,8.8
371,Toyota Corolla SE Limited 1996,Toyota,1996,20000,Petrol,Automatic,Lahore,Maroon,1500,Sedan,8.8
372,Suzuki Mehran VXR Euro II 2018,Suzuki,2018,30000,Petrol,Manual,Multan,White,800,Hatchback,8.8
373,Daihatsu Cuore CX Eco 2008,Daihatsu,2008,20000,Petrol,Manual,Lahore,White,800,Hatchback,8.8
374,Hyundai Santro Club GV 2006,Hyundai,2006,19155,Petrol,Manual,Punjab,Black,1100,Hatchback,8.8
375,Suzuki Mehran VX Euro II 2014,Suzuki,2014,46500,Petrol,Manual,Lahore,Grey,800,Hatchback,8.8
376,Suzuki Cultus VXRi 2008,Suzuki,2008,11672,Petrol,Manual,Lahore,Blue,1000,Hatchback,8.8
377,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,48000,Petrol,Manual,Islamabad,White,800,Hatchback,8.8
378,Suzuki Cultus VXRi 2008,Suzuki,2008,60000,Petrol,Manual,Lahore,Grey,1000,Hatchback,8.8
379,Suzuki Bolan VX (CNG) 2010,Suzuki,2010,8800,Petrol,Manual,Lahore,White,800,Mini Van,8.8
380,Suzuki Cultus VXL 2007,Suzuki,2007,45000,Petrol,Manual,Lahore,White,1000,Hatchback,8.8
381,Suzuki Bolan Cargo Van Euro ll 2014,Suzuki,2014,2564,Petrol,Manual,Punjab,White,800,Mini Van,8.8
382,Toyota Corolla XE 1996,Toyota,1996,777,Petrol,Manual,Lahore,White,1300,Sedan,8.85
383,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,34000,Petrol,Manual,Sindh,White,800,Hatchback,8.85
384,FAW Carrier Standard 2018,FAW,2018,55000,Petrol,Manual,Lahore,White,1000,Pick Up,8.85
385,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,60000,Petrol,Manual,Lahore,Grey,800,Hatchback,8.85
386,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,60000,Petrol,Manual,Lahore,White,800,Hatchback,8.9
387,United Bravo Base Grade  2019,United,2019,42107,Petrol,Manual,Lahore,White,800,Hatchback,8.9
388,Honda Civic VTi 1.6 1996,Honda,1996,1236,Petrol,Manual,Sindh,Black,1600,Sedan,8.9
389,Suzuki Mehran VX Euro II 2015,Suzuki,2015,55000,Petrol,Manual,Punjab,Grey,800,Hatchback,8.9
390,Suzuki Mehran VX Euro II 2014,Suzuki,2014,38000,Petrol,Manual,Islamabad,White,800,Hatchback,8.9
391,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,26700,Petrol,Manual,Sindh,Grey,800,Hatchback,8.9
392,Suzuki Mehran VX Euro II Limited Edition 2016,Suzuki,2016,10200,Petrol,Manual,Islamabad,White,800,Hatchback,8.9
393,Suzuki Alto VXR (CNG) 2011,Suzuki,2011,55000,Petrol,Manual,Multan,White,1000,Hatchback,8.9
394,United Bravo Base Grade  2019,United,2019,10500,Petrol,Manual,Lahore,White,800,Hatchback,8.9
395,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,57000,Petrol,Manual,Adda jahan khan,White,800,Hatchback,8.9
396,Suzuki Mehran VX Euro II 2015,Suzuki,2015,39000,Petrol,Manual,Lahore,White,800,Hatchback,8.9
397,Suzuki Mehran VX Euro II 2017,Suzuki,2017,50000,Petrol,Manual,Sindh,Grey,800,Hatchback,8.9
398,Toyota Duet S 2007,Toyota,2007,10000,Petrol,Manual,Lahore,Yellow,1000,Hatchback,8.9
399,Honda Civic VTi Oriel 1.6 2004,Honda,2004,50000,Petrol,Manual,Sindh,Blue,1600,Sedan,8.9
400,Suzuki Mehran VX Euro II 2016,Suzuki,2016,47525,Petrol,Manual,Punjab,Grey,800,Hatchback,8.9
401,Suzuki Cultus VXRi 2008,Suzuki,2008,57500,Petrol,Manual,Lahore,Black,1000,Hatchback,8.9
402,Suzuki Bolan VX Euro II 2016,Suzuki,2016,59500,Petrol,Manual,Lahore,White,800,Van,8.9
403,Honda Civic VTi Automatic 1.6 1997,Honda,1997,3000,Petrol,Automatic,Lahore,Beige,1600,Sedan,8.95
404,Suzuki Bolan VX Euro II 2013,Suzuki,2013,30000,Petrol,Manual,Lahore,White,800,Van,8.95
405,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,11111,Petrol,Manual,Punjab,White,800,Hatchback,8.95
406,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,23000,Petrol,Manual,Islamabad,Grey,800,Hatchback,8.95
407,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,58000,Petrol,Manual,Islamabad,Grey,800,Hatchback,8.95
408,Suzuki Mehran VXR Euro II 2017,Suzuki,2017,58500,Petrol,Manual,Sindh,Silver,800,Hatchback,8.95
409,Suzuki Alto VXR (CNG) 2010,Suzuki,2010,20000,Petrol,Manual,Punjab,Grey,1000,Hatchback,8.95
410,Toyota Corolla XL 1990,Toyota,1990,20000,Petrol,Manual,Islamabad,Grey,1300,Sedan,8.95
411,Suzuki Cultus VXRi 2008,Suzuki,2008,10735,Petrol,Manual,Lahore,White,1000,Hatchback,8.95
412,Honda City EXi S Automatic 2001,Honda,2001,2128,Petrol,Automatic,Lahore,White,1500,Sedan,8.95
413,Suzuki Mehran VX Euro II 2017,Suzuki,2017,45000,Petrol,Manual,Multan,White,800,Hatchback,8.95
414,Suzuki Mehran VXR Euro II 2013,Suzuki,2013,1234,Petrol,Manual,Sindh,Grey,800,Hatchback,8.95
415,Suzuki Liana LXi (CNG) 2006,Suzuki,2006,7500,Petrol,Manual,Sindh,Blue,1300,Sedan,8.95
416,Suzuki Mehran VX Euro II 2017,Suzuki,2017,55000,Petrol,Manual,Sindh,White,800,Hatchback,8.99
417,Suzuki Mehran VXR 2012,Suzuki,2012,54000,Petrol,Manual,Punjab,Grey,800,Hatchback,9
418,Suzuki Bolan VX 2008,Suzuki,2008,20000,Petrol,Manual,Punjab,White,800,Mini Van,9
419,Daihatsu Hijet Cruise Turbo 2007,Daihatsu,2007,10000,Petrol,Manual,Abbottabad,Beige,660,Mini Van,9
420,Suzuki Ravi Euro II 2019,Suzuki,2019,45000,Petrol,Manual,Un-Registered,White,800,Pick Up,9
421,Suzuki Bolan VX Euro II 2015,Suzuki,2015,30000,Petrol,Manual,Multan,White,800,Van,9
422,FAW X-PV Dual AC 2018,FAW,2018,42599,Petrol,Manual,Rawalpindi,Maroon,1000,Mini Van,9
423,Suzuki Carry Standard 2014,Suzuki,2014,6666,Petrol,Manual,Peshawar,White,800,Micro Van,9
424,Suzuki Alto VXR 2010,Suzuki,2010,42200,Petrol,Manual,Peshawar,Silver,800,Hatchback,9
425,Toyota Corolla XE 2000,Toyota,2000,22000,Petrol,Manual,Sindh,Black,1300,Sedan,9
426,Honda Civic EX 1995,Honda,1995,4000,Petrol,Manual,Rawalpindi,Red,1500,Sedan,9
427,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,31000,Petrol,Manual,Bahawalpur,White,800,Hatchback,9
428,Suzuki Mehran VXR Euro II 2017,Suzuki,2017,8574,Petrol,Manual,Sindh,White,800,Hatchback,9
429,Suzuki Mehran VX Euro II 2015,Suzuki,2015,56000,Petrol,Manual,Islamabad,White,800,Hatchback,9
430,Suzuki Baleno JXL 2003,Suzuki,2003,1234,Petrol,Manual,Islamabad,White,1300,Sedan,9
431,Suzuki Mehran VX Euro II 2017,Suzuki,2017,45000,Petrol,Manual,Punjab,Grey,800,Hatchback,9
432,Suzuki Bolan Cargo Van Euro ll 2016,Suzuki,2016,46000,Petrol,Manual,Rawalpindi,Green,800,Mini Van,9
433,Suzuki Mehran VXR Euro II 2013,Suzuki,2013,52000,Petrol,Manual,Islamabad,Silver,800,Hatchback,9
434,Suzuki Potohar Basegrade 1992,Suzuki,1992,40000,Petrol,Manual,Sindh,Beige,1000,SUV,9
435,Suzuki Mehran VX Euro II 2017,Suzuki,2017,40000,Petrol,Manual,Karachi,White,800,Hatchback,9
436,Daihatsu Cuore CX 2006,Daihatsu,2006,60000,Petrol,Manual,Karachi,Grey,800,Hatchback,9
437,Daihatsu Cuore CX Automatic 2011,Daihatsu,2011,800,Petrol,Automatic,Karachi,Green,800,Hatchback,9
438,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,54000,Petrol,Manual,Karachi,White,800,Hatchback,9.05
439,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,54000,Petrol,Manual,Islamabad,Maroon,800,Hatchback,9.1
440,Suzuki Cultus EURO II 2009,Suzuki,2009,60000,Petrol,Manual,Sindh,White,1000,Hatchback,9.1
441,Suzuki Bolan VX Euro II 2015,Suzuki,2015,50000,Petrol,Manual,Sargodha,Green,800,Van,9.1
442,Suzuki Mehran VX Euro II Limited Edition 2015,Suzuki,2015,10000,Petrol,Manual,Punjab,Grey,800,Hatchback,9.1
443,Suzuki Cultus VXRi 2007,Suzuki,2007,58000,Petrol,Manual,Islamabad,White,1000,Hatchback,9.1
444,Suzuki Mehran VX Euro II 2016,Suzuki,2016,41000,Petrol,Manual,Punjab,Gold,800,Hatchback,9.1
445,Suzuki Cultus EURO II 2009,Suzuki,2009,1500,Petrol,Manual,Punjab,Silver,1000,Hatchback,9.15
446,Suzuki Mehran VX Euro II 2013,Suzuki,2013,42346,Petrol,Manual,Rawalpindi,White,800,Hatchback,9.2
447,Suzuki Mehran VXR 2012,Suzuki,2012,43000,Petrol,Manual,Islamabad,White,800,Hatchback,9.2
448,Suzuki Cultus VXRi (CNG) 2007,Suzuki,2007,53000,Petrol,Manual,Islamabad,Grey,1000,Hatchback,9.2
449,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,57000,Petrol,Manual,Islamabad,Grey,800,Hatchback,9.2
450,Suzuki Mehran VXR Euro II 2013,Suzuki,2013,20000,Petrol,Manual,Islamabad,White,800,Hatchback,9.2
451,Suzuki Vitara GL+ 1.6 1989,Suzuki,1989,13800,Petrol,Manual,Sindh,Indigo,1600,SUV,9.2
452,Suzuki Mehran VX Euro II 2014,Suzuki,2014,32000,Petrol,Manual,Rawalpindi,Grey,800,Hatchback,9.2
453,Suzuki Alto VXR 2007,Suzuki,2007,2500,Petrol,Automatic,Sindh,Blue,660,Hatchback,9.2
454,Suzuki Cultus Euro II (CNG) 2010,Suzuki,2010,48361,Petrol,Manual,Punjab,Grey,1000,Hatchback,9.2
455,Suzuki Cultus VXL 2001,Suzuki,2001,44000,Petrol,Manual,Islamabad,White,1000,Hatchback,9.25
