S.No#,CarTitle,CarCompany,ModelYear,Mileage(km),EngineType,Transmission,RegisteredCIty,CarColor,EngineCapacity(cc),BodyType,Price(PKR_lacs),PredictedPrice_LR,PredictedPrice_RR,PredictedPrice_SVR
157,Suzuki Alto VXR 2011,Suzuki,2011,5000,Petrol,Manual,Sindh,White,1000.0,Hatchback,7.5,5.5717354045818865,5.608052949139164,26.761221696412385
158,Suzuki Cultus VXR 2004,Suzuki,2004,50000,Petrol,Manual,Lahore,White,1000.0,Hatchback,7.5,-8.755728988718147,-8.597827823454281,26.731161521909627
159,Suzuki Bolan VX 2011,Suzuki,2011,50000,Petrol,Manual,Lahore,White,800.0,Mini Van,7.5,-0.40263339121156605,-0.2690009027019187,21.652274358529915
160,Suzuki Bolan Cargo Van Euro ll 2015,Suzuki,2015,25000,Petrol,Manual,Lahore,Green,800.0,Mini Van,7.5,5.590731569201125,5.790476715344994,21.669233103139796
161,Suzuki Mehran VX Euro II Limited Edition 2014,Suzuki,2014,50000,Petrol,Manual,Sindh,Gold,800.0,Hatchback,7.5,7.698277021589092,7.689882775180195,21.66494602028505
162,Suzuki Alto VXR 2006,Suzuki,2006,8000,Petrol,Manual,Lahore,White,1000.0,Hatchback,7.5,-4.583013163263786,-4.445824828464538,26.73969445608124
163,Suzuki Alto VXR 2008,Suzuki,2008,23600,Petrol,Manual,Sindh,Grey,1000.0,Hatchback,7.5,-0.7475925521684985,-0.6894197874771635,26.748214009132916
164,Suzuki Cultus VXR (CNG) 2005,Suzuki,2005,59140,Petrol,Manual,Lahore,White,1000.0,Hatchback,7.5,-6.669371075990966,-6.52182632595941,26.735422506265948
165,Suzuki Cultus VXR 2006,Suzuki,2006,51821,Petrol,Manual,Lahore,Silver,1000.0,Hatchback,7.5,-5.417758325595969,-5.310416982055358,26.7396735867896
166,Suzuki Mehran VX Euro II 2013,Suzuki,2013,1234,Petrol,Manual,Lahore,Grey,800.0,Hatchback,7.55,5.456515384234081,5.517811177872318,21.660631733420253
167,Suzuki Cultus VXR 2006,Suzuki,2006,884,Petrol,Manual,Lahore,White,1000.0,Hatchback,7.55,-4.583013163263786,-4.445824828464538,26.73969445608124
168,Hyundai Santro Exec GV 2006,Hyundai,2006,786,Petrol,Manual,Karachi,Blue,1000.0,Hatchback,7.55,-3.891603395423772,-4.209377787262383,26.74006782365568
169,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,45000,Petrol,Manual,Lahore,Grey,800.0,Hatchback,7.58,11.715589122416532,11.745815670356933,21.67340056056019
170,Honda Civic EX 1995,Honda,1995,999,Petrol,Manual,Lahore,Black,1500.0,Sedan,7.6,-9.05236454514852,-8.948856794546373,44.371402558891916
171,Suzuki Cultus VXR 2007,Suzuki,2007,12850,Petrol,Manual,Rawalpindi,White,1000.0,Hatchback,7.6,-2.9606651296771815,-2.9807884555839337,26.74404733273436
172,Suzuki Alto VXR (CNG) 2006,Suzuki,2006,7888,Petrol,Manual,Peshawar,White,1000.0,Hatchback,7.6,-5.882367962071839,-5.7405150222521115,26.739782203059782
173,Suzuki Cultus VXRi 2009,Suzuki,2009,35646,Petrol,Manual,Sindh,Grey,1000.0,Hatchback,7.6,1.338765360558682,1.3865817100177082,26.75251883197216
174,Suzuki Cultus VXL 2005,Suzuki,2005,60000,Petrol,Manual,Sindh,White,1000.0,Hatchback,7.6,-6.946412071782106,-6.847956035830066,26.735425648556685
175,Suzuki Cultus VXR 2006,Suzuki,2006,20000,Petrol,Manual,Islamabad,Silver,1000.0,Hatchback,7.6,-4.269398326619921,-4.179642030472678,26.739780733297607
176,Suzuki Bolan VX 2007,Suzuki,2007,50000,Petrol,Manual,Sindh,White,800.0,Mini Van,7.6,-9.025106037912337,-8.899136602552062,21.635527021657914
177,Suzuki Margalla GL 1996,Suzuki,1996,786,Petrol,Manual,Islamabad,Black,1300.0,Sedan,7.6,-17.622166019497854,-17.237968205150537,36.5871537572294
178,Hyundai Santro Exec 2004,Hyundai,2004,1234,Petrol,Manual,Sindh,Silver,1000.0,Hatchback,7.65,-9.378160637586006,-9.545815563805263,26.731391944637075
179,Suzuki Liana RXi 2006,Suzuki,2006,23000,Petrol,Manual,Sindh,Blue,1300.0,Sedan,7.65,0.4804317319949405,0.5094903756262283,36.63043504039783
180,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,7500,Petrol,Manual,Punjab,Red,800.0,Hatchback,7.7,10.355092762933054,10.233042844777628,21.669295416751723
181,Suzuki Mehran VX 2011,Suzuki,2011,58000,Petrol,Manual,Islamabad,White,800.0,Hatchback,7.7,2.4924137763237013,2.566051378596967,21.652343993867483
182,Suzuki Cultus VXR 2003,Suzuki,2003,1234,Petrol,Manual,Rawalpindi,White,1000.0,Hatchback,7.7,-11.306096780586813,-11.28479444556433,26.726981471366443
183,Suzuki Mehran VX 1997,Suzuki,1997,22000,Petrol,Manual,Multan,White,800.0,Hatchback,7.7,-25.73753148198739,-25.58016291613785,21.594562847767726
184,Suzuki Ravi PICKUP STD VX 1992,Suzuki,1992,1000,Petrol,Manual,Gujrat,White,800.0,Pick Up,7.75,-9.529873504185161,-18.424568844063288,21.574610602785548
185,Suzuki Cultus VX 2006,Suzuki,2006,10000,Petrol,Manual,Islamabad,Blue,1000.0,Hatchback,7.75,-2.7948917015582992,-2.8417876094563326,26.739825498622153
186,Suzuki Bolan GL 2008,Suzuki,2008,33473,Petrol,Manual,Jhelum,White,800.0,Micro Van,7.75,0.7802451841498623,-0.1624198355284534,21.63983045048311
187,Suzuki Cultus Euro II (CNG) 2008,Suzuki,2008,7052,Petrol,Manual,Multan,White,1000.0,Hatchback,7.75,1.7171281810396977,1.7547597883021808,26.74835003879548
188,Suzuki Cultus VXL 2005,Suzuki,2005,34000,Petrol,Manual,Islamabad,Silver,1000.0,Hatchback,7.8,-6.355756239347102,-6.25564352796755,26.73550878339733
189,Suzuki Cultus VXR 2006,Suzuki,2006,57800,Petrol,Manual,Islamabad,Silver,1000.0,Hatchback,7.8,-4.269398326619921,-4.179642030472678,26.739780733297607
190,Suzuki Bolan VX Euro II 2015,Suzuki,2015,17660,Petrol,Manual,D.G.Khan,Green,800.0,Van,7.8,8.427999999991698,7.5396001789613365,21.66932210252454
191,Suzuki Margalla GL 1995,Suzuki,1995,40000,Petrol,Manual,Sindh,Black,1300.0,Sedan,7.8,-21.13392492699313,-20.770874364098745,36.58273871911828
192,Suzuki Margalla GL 1996,Suzuki,1996,15465,Petrol,Manual,Islamabad,Red,1300.0,Sedan,7.8,-19.355235868075397,-19.12786569264881,36.58702648623577
193,Suzuki Mehran VX 2012,Suzuki,2012,57400,Petrol,Manual,Islamabad,Grey,800.0,Hatchback,7.8,4.518517470482948,4.572584631960126,21.65650419559828
194,Suzuki Mehran VX Euro II 2015,Suzuki,2015,40000,Petrol,Manual,Punjab,Grey,800.0,Hatchback,7.8,10.052566549198673,10.02455808799914,21.669214056081046
195,Suzuki Bolan VX Euro II 2015,Suzuki,2015,22212,Petrol,Manual,D.G.Khan,Green,800.0,Van,7.8,8.427999999991698,7.5396001789613365,21.66932210252454
196,Suzuki Vitara GLX 1.6 1989,Suzuki,1989,45000,Petrol,Manual,Sindh,Blue,1600.0,SUV,7.8,-5.563422436111068,-5.428289830676476,48.50319289229547
197,Suzuki Cultus VXR 2006,Suzuki,2006,40000,Petrol,Manual,Punjab,White,1000.0,Hatchback,7.8,-4.1596778237535545,-4.09108091332746,26.739777794900192
198,Honda Civic EX 1995,Honda,1995,20000,Petrol,Manual,Islamabad,Black,1500.0,Sedan,7.8,-7.904004546172473,-7.818081842963693,44.37151325942948
199,Suzuki Mehran VX 2008,Suzuki,2008,10000,Petrol,Manual,Islamabad,White,800.0,Hatchback,7.8,-3.7666599618578402,-3.661953113887648,21.639762062890348
200,Suzuki Bolan VX Euro II 2015,Suzuki,2015,51600,Petrol,Manual,Sargodha,Green,800.0,Van,7.8,6.666132306607324,6.282894074809519,21.669321534005995
201,Suzuki Alto VXR 2008,Suzuki,2008,20000,Petrol,Manual,Punjab,Blue,1000.0,Hatchback,7.8,0.6527994644311548,0.5341843490878091,26.748378471531723
202,Suzuki Mehran VX 2010,Suzuki,2010,55000,Petrol,Manual,Islamabad,White,800.0,Hatchback,7.8,0.4060558635965208,0.49004988110209524,21.648137548141598
203,Suzuki Cultus VXR 2003,Suzuki,2003,52000,Petrol,Manual,Rawalpindi,White,1000.0,Hatchback,7.8,-11.306096780586813,-11.28479444556433,26.726981471366443
204,Suzuki Mehran VX 2010,Suzuki,2010,55000,Petrol,Manual,Islamabad,White,800.0,Hatchback,7.8,0.4060558635965208,0.49004988110209524,21.648137548141598
205,Suzuki Mehran VX Euro II 2016,Suzuki,2016,27000,Petrol,Manual,Sindh,Grey,800.0,Hatchback,7.8,11.438548126625392,11.419685960486277,21.673404182961313
206,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,1111,Petrol,Manual,Sindh,White,800.0,Hatchback,7.8,9.412444432466145,9.413152707123118,21.66919416680681
207,Suzuki Mehran VX Euro II 2015,Suzuki,2015,1234,Petrol,Manual,Sindh,White,800.0,Hatchback,7.8,9.412444432466145,9.413152707123118,21.66919416680681
208,Suzuki Mehran VXR (CNG) 2012,Suzuki,2012,44000,Petrol,Manual,Punjab,Blue,800.0,Hatchback,7.8,4.493508492315414,4.339284107071762,21.656565943538823
209,Suzuki Alto VXR 2008,Suzuki,2008,10000,Petrol,Manual,Islamabad,Blue,1000.0,Hatchback,7.8,1.3778241238969713,1.3102153855334109,26.748402279944408
210,Hyundai Santro Exec 2005,Hyundai,2005,1253,Petrol,Manual,Islamabad,Grey,1000.0,Hatchback,7.85,-5.091910786328299,-5.217785495397948,26.735717433128393
211,Suzuki Cultus VXR (CNG) 2001,Suzuki,2001,5000,Petrol,Manual,Islamabad,Red,1000.0,Hatchback,7.85,-13.624170732759012,-13.55604085171035,26.718573440295557
212,Suzuki Mehran VXR 2011,Suzuki,2011,33445,Petrol,Manual,Rawalpindi,White,800.0,Hatchback,7.85,0.8800438982070773,0.8243113024000195,21.652308479106352
213,Suzuki Mehran VX Euro II 2016,Suzuki,2016,57650,Petrol,Manual,Sindh,Beige,800.0,Hatchback,7.85,14.238410049227241,14.140587610660077,21.67347868485664
214,Suzuki Mehran VX Euro II 2014,Suzuki,2014,17423,Petrol,Manual,Punjab,White,800.0,Hatchback,7.9,8.026462855040336,8.01802483463598,21.665016487817283
215,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,37000,Petrol,Manual,Rahim Yar Khan,White,800.0,Hatchback,7.9,12.888637972189827,12.420486449628697,21.665030178717707
216,Suzuki Bolan VX Euro II 2015,Suzuki,2015,51500,Petrol,Manual,Sargodha,Green,800.0,Van,7.9,6.666132306607324,6.282894074809519,21.669321534005995
217,Suzuki Mehran VX Euro II 2015,Suzuki,2015,36000,Petrol,Manual,Faisalabad,Grey,800.0,Hatchback,7.95,7.089085605274704,7.317903262293839,21.669227195135697
218,Suzuki Cultus VXRi 2009,Suzuki,2009,40000,Petrol,Manual,Sindh,Turquoise,1000.0,Hatchback,7.95,1.815399800072555,1.7981436022928392,26.752602046536666
219,Honda Civic VTi 1.6 1998,Honda,1998,13345,Petrol,Manual,Sindh,Black,1600.0,Sedan,7.95,-0.8179704912445231,-0.7975288959351019,48.54217853658256
220,Suzuki Cultus VXRi 2008,Suzuki,2008,1234,Petrol,Manual,Faisalabad,Grey,1000.0,Hatchback,7.95,-3.0106971607910964,-2.715200988174729,26.748308024739877
221,Suzuki Cultus VXRi 2008,Suzuki,2008,10000,Petrol,Manual,Punjab,Grey,1000.0,Hatchback,7.95,-0.047216216867127514,-0.008546162469428964,26.74829420608036
222,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,53000,Petrol,Manual,Karachi,White,800.0,Hatchback,7.95,9.251779224112397,9.259733067659909,21.66929107504179
223,Suzuki Bolan VX Euro II 2015,Suzuki,2015,11800,Petrol,Manual,D.G.Khan,Green,800.0,Van,7.99,8.427999999991698,7.5396001789613365,21.66932210252454
224,Suzuki Ravi Euro II 2012,Suzuki,2012,33000,Petrol,Manual,Sindh,White,800.0,Pick Up,8.0,4.9513789465027,4.7429820215729706,21.6565232644339
225,Suzuki Alto VXR 2011,Suzuki,2011,12000,Petrol,Manual,Sindh,White,1000.0,Hatchback,8.0,5.5717354045818865,5.608052949139164,26.761221696412385
226,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,54000,Petrol,Manual,Multan,White,800.0,Hatchback,8.0,13.903268859833588,13.863865536265621,21.673536296772937
227,Suzuki Mehran VX Euro II 2013,Suzuki,2013,41650,Petrol,Manual,Bahawalnagar,Grey,800.0,Hatchback,8.0,7.999999999998181,6.9254693411994594,21.66072883472099
228,Suzuki Mehran VX Euro II 2015,Suzuki,2015,32000,Petrol,Manual,Punjab,Grey,800.0,Hatchback,8.0,10.052566549198673,10.02455808799914,21.669214056081046
229,Suzuki Alto VXR 2010,Suzuki,2010,30000,Petrol,Manual,Rawalpindi,Green,1000.0,Hatchback,8.0,0.9463419180083292,1.0026876649681071,26.75696937795587
230,Suzuki Mehran VX 2012,Suzuki,2012,12887,Petrol,Manual,Peshawar,White,800.0,Hatchback,8.0,2.13105689126769,2.216587730721585,21.65654513948561
231,Suzuki Bolan VX Euro II 2015,Suzuki,2015,58578,Petrol,Manual,Punjab,Green,800.0,Van,8.0,2.9622716829817364,3.1192174843872635,21.66930841352641
232,Daihatsu Cuore CX Eco 2009,Daihatsu,2009,2555,Petrol,Manual,Sindh,Bronze,800.0,Hatchback,8.0,-9.529792332834404,-8.723710847199072,21.64410722398143
233,Suzuki Mehran VX Euro II 2013,Suzuki,2013,36500,Petrol,Manual,Multan,Grey,800.0,Hatchback,8.0,7.5839409030822935,7.566392799649293,21.66070875999923
234,Suzuki Bolan VX 2012,Suzuki,2012,16622,Petrol,Manual,Abbottabad,Black,800.0,Mini Van,8.0,4.309476064222508,4.456880033735615,21.65672909455816
235,Suzuki Mehran VX 2009,Suzuki,2009,40000,Petrol,Manual,Rahim Yar Khan,Silver,800.0,Hatchback,8.0,1.6221032462208314,1.1758868085635186,21.643917230196926
236,Suzuki Mehran VXR Euro II 2016,Suzuki,2016,50000,Petrol,Manual,Sindh,Brown,800.0,Hatchback,8.1,10.947201732413305,10.97777898779259,21.67348190128515
237,Suzuki Bolan VX Euro II 2015,Suzuki,2015,45785,Petrol,Manual,Punjab,Green,800.0,Van,8.1,2.9622716829817364,3.1192174843872635,21.66930841352641
238,Mitsubishi Pajero Mini VR 2007,Mitsubishi,2007,10000,Petrol,Manual,Sindh,Green,660.0,SUV,8.1,0.18027835097382194,0.8837359376366294,18.851281956067446
239,Suzuki Mehran VX Euro II 2012,Suzuki,2012,45570,Petrol,Manual,Islamabad,White,800.0,Hatchback,8.1,4.578771689051791,4.642052876091839,21.65656290325979
240,Suzuki Mehran VX 2012,Suzuki,2012,47000,Petrol,Manual,Rawalpindi,Grey,800.0,Hatchback,8.1,2.906147592366324,2.8308445557631785,21.65646868035337
241,Suzuki Alto VXR 2006,Suzuki,2006,1234,Petrol,Manual,Un-Registered,Silver,1000.0,Hatchback,8.1,-2.148649006474443,-2.0348929321398828,26.740055197139526
242,Suzuki Mehran VX Euro II Limited Edition 2013,Suzuki,2013,38000,Petrol,Manual,Islamabad,White,800.0,Hatchback,8.1,6.665129601778972,6.71805437358671,21.660794272598743
243,Suzuki Mehran VX 2012,Suzuki,2012,56000,Petrol,Manual,Islamabad,Grey,800.0,Hatchback,8.1,4.518517470482948,4.572584631960126,21.65650419559828
244,Suzuki Bolan VX Euro II 2013,Suzuki,2013,56000,Petrol,Manual,Islamabad,White,800.0,Van,8.15,1.8666472074901321,1.9877738977756962,21.660821555628708
245,United Bravo Base Grade  2019,United,2019,35000,Petrol,Manual,Islamabad,White,800.0,Hatchback,8.15,7.855562151128652,8.305078594517,21.686664163368455
246,Suzuki Ravi Euro II 2015,Suzuki,2015,999,Petrol,Manual,Punjab,Green,800.0,Pick Up,8.15,9.558762329488673,9.407331767132746,21.66934169936478
247,Suzuki Ravi Euro II 2013,Suzuki,2013,1234,Petrol,Manual,Islamabad,White,800.0,Pick Up,8.2,8.463137853997068,8.275888180521179,21.660854841360994
248,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,60000,Petrol,Manual,Punjab,Grey,800.0,Hatchback,8.2,10.052566549198673,10.02455808799914,21.669214056081046
249,Suzuki Cultus VXRi 2009,Suzuki,2009,56000,Petrol,Manual,Sindh,Grey,1000.0,Hatchback,8.2,1.338765360558682,1.3865817100177082,26.75251883197216
250,Suzuki Alto VXR 2008,Suzuki,2008,10000,Petrol,Manual,Rawalpindi,Blue,1000.0,Hatchback,8.2,-0.23454575421965274,-0.4315246906635366,26.748365097473076
251,Suzuki Mehran VX Euro II 2014,Suzuki,2014,39000,Petrol,Manual,Islamabad,White,800.0,Hatchback,8.2,8.751487514506152,8.794055871081582,21.66503809802225
252,Suzuki Mehran VXR Euro II 2013,Suzuki,2013,50000,Petrol,Manual,Punjab,Blue,800.0,Hatchback,8.2,6.579866405042594,6.415285604566634,21.6607973119457
253,Suzuki Mehran VX Euro II 2014,Suzuki,2014,39000,Petrol,Manual,Islamabad,White,800.0,Hatchback,8.2,8.751487514506152,8.794055871081582,21.66503809802225
254,Suzuki Alto VX (CNG) 2009,Suzuki,2009,60000,Petrol,Manual,Islamabad,White,1000.0,Hatchback,8.2,2.824420573894713,2.9129546156027573,26.752683208745324
255,Hyundai Santro Club GV 2007,Hyundai,2007,4500,Petrol,Manual,Multan,White,1100.0,Hatchback,8.2,2.372486089079757,2.1709455299160254,29.76536202420884
256,Daihatsu Cuore CX Eco 2006,Daihatsu,2006,55000,Petrol,Manual,Punjab,Grey,800.0,Hatchback,8.2,-3.3129896095733784,-3.507503727272706,21.63160429031405
257,Suzuki Mehran VXR Euro II 2013,Suzuki,2013,57633,Petrol,Manual,Islamabad,Grey,800.0,Hatchback,8.2,6.604875383210128,6.648586129454998,21.660735564270325
258,Suzuki Cultus VX (CNG) 2005,Suzuki,2005,2800,Petrol,Manual,Islamabad,White,1000.0,Hatchback,8.25,-5.5210110770149186,-5.39105137437673,26.735529652125514
259,Suzuki Cultus VXRi 2008,Suzuki,2008,21000,Petrol,Manual,Lahore,White,1000.0,Hatchback,8.25,-0.4102973378085153,-0.2938218334747944,26.748271237119106
260,Honda Civic EXi Automatic 1996,Honda,1996,850,Petrol,Automatic,Punjab,Silver,1500.0,Sedan,8.25,-2.365698762471766,-2.1806292101709914,44.376633524801676
261,Suzuki Alto VXR 2008,Suzuki,2008,9218,Petrol,Manual,Peshawar,Grey,1000.0,Hatchback,8.25,-1.7699063551854124,-1.6579802713940808,26.748298614058363
262,Suzuki Bolan VX Euro II 2015,Suzuki,2015,11111,Petrol,Manual,Lahore,Green,800.0,Van,8.25,2.538936343471505,2.7644735692501854,21.669226192541664
263,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,50000,Petrol,Manual,Lahore,Blue,800.0,Hatchback,8.25,8.242888978259543,8.136543186924428,21.664958915732733
264,Suzuki Mehran VX (CNG) 2006,Suzuki,2006,24000,Petrol,Manual,Islamabad,Silver,800.0,Hatchback,8.25,-8.774120949645294,-8.678548262468212,21.631418056208716
265,Suzuki Cultus VXRi (CNG) 2009,Suzuki,2009,45000,Petrol,Manual,Multan,White,1000.0,Hatchback,8.25,3.803486093766878,3.8307612857970526,26.752654862299288
266,Suzuki Ravi Euro II 2008,Suzuki,2008,1000,Petrol,Manual,Sargodha,White,800.0,Pick Up,8.25,1.010184254520027,0.28352624702347384,21.639814146718145
267,Suzuki Mehran VXR Euro II 2014,Suzuki,2014,1234,Petrol,Manual,Sindh,Grey,800.0,Hatchback,8.25,7.265832301170121,7.267682965496533,21.66487918046058
268,Suzuki Mehran VXR Euro II 2015,Suzuki,2015,29900,Petrol,Manual,Lahore,Grey,800.0,Hatchback,8.25,9.629231209688442,9.669814172862061,21.66913183508678
269,Suzuki Mehran VX Euro II 2013,Suzuki,2013,55000,Petrol,Manual,Islamabad,Green,800.0,Hatchback,8.25,4.313062911282032,4.473526001654136,21.66080263977271
270,Suzuki Mehran VXR (CNG) 2004,Suzuki,2004,56000,Petrol,Manual,Sialkot,Silver,800.0,Hatchback,8.25,-12.599947699440236,-12.529105930554579,21.623133769165392
271,Suzuki Bolan VX Euro II 2015,Suzuki,2015,48000,Petrol,Manual,Multan,Green,800.0,Van,8.25,4.666361862319718,4.813055191027161,21.66930321901733
272,Suzuki Bolan VX 2004,Suzuki,2004,54000,Petrol,Manual,Lahore,White,800.0,Mini Van,8.25,-15.00713878030274,-14.80101138516602,21.62309119297806
273,Suzuki Bolan VX Euro II 2015,Suzuki,2015,20000,Petrol,Manual,Punjab,Green,800.0,Van,8.3,2.9622716829817364,3.1192174843872635,21.66930841352641
274,Suzuki Cultus EURO II 2008,Suzuki,2008,45000,Petrol,Manual,Sindh,Silver,1000.0,Hatchback,8.3,-1.5220834959318381,-1.4845436969362709,26.748253509182824
275,Suzuki Bolan VX Euro II 2015,Suzuki,2015,60000,Petrol,Manual,Sindh,White,800.0,Van,8.3,4.613962038177306,4.682872231312103,21.66922144879387
276,Suzuki Mehran VX Euro II Limited Edition 2016,Suzuki,2016,45000,Petrol,Manual,Sindh,Grey,800.0,Hatchback,8.3,11.438548126625392,11.419685960486277,21.673404182961313
277,Daihatsu Cuore CX Eco 2009,Daihatsu,2009,55000,Petrol,Manual,Sindh,Gold,800.0,Hatchback,8.3,2.6781525137266726,2.4618269498878362,21.644099622251424
278,Suzuki Bolan VX Euro II 2013,Suzuki,2013,5555,Petrol,Manual,Peshawar,White,800.0,Van,8.3,-0.5810675902939693,-0.43769124759455735,21.660803791385064
279,Suzuki Liana LXi 2006,Suzuki,2006,25000,Petrol,Manual,Punjab,Black,1300.0,Sedan,8.3,2.5163884483099537,2.746015733353488,36.63064146618337
280,Suzuki Bolan VX Euro II 2015,Suzuki,2015,55000,Petrol,Manual,D.G.Khan,Green,800.0,Van,8.3,8.427999999991698,7.5396001789613365,21.66932210252454
281,Suzuki Ravi Euro II 2012,Suzuki,2012,25000,Petrol,Manual,Multan,White,800.0,Pick Up,8.3,7.355845461142053,7.117693353220602,21.65659666867503
282,Suzuki Liana RXi (CNG) 2007,Suzuki,2007,60000,Petrol,Manual,Sindh,Grey,1300.0,Sedan,8.3,1.8667739634238387,2.042761361563862,36.63474679409741
283,Suzuki Mehran VXR 2011,Suzuki,2011,23456,Petrol,Manual,Rawalpindi,White,800.0,Hatchback,8.3,0.8800438982070773,0.8243113024000195,21.652308479106352
284,Suzuki Alto VXR (CNG) 2010,Suzuki,2010,50000,Petrol,Manual,Sindh,Green,1000.0,Hatchback,8.35,1.1333108013577657,1.2875230797117183,26.756902555014534
285,Suzuki Cultus VXRi 2008,Suzuki,2008,31000,Petrol,Manual,Punjab,Beige,1000.0,Hatchback,8.35,2.7526457057347216,2.7123554877043716,26.748369744459374
286,Suzuki Mehran VX Euro II 2013,Suzuki,2013,4500,Petrol,Manual,Islamabad,White,800.0,Hatchback,8.35,6.665129601778972,6.71805437358671,21.660794272598743
287,Suzuki Mehran VX Euro II 2013,Suzuki,2013,28000,Petrol,Manual,Islamabad,Grey,800.0,Hatchback,8.4,6.604875383210128,6.648586129454998,21.660735564270325
288,Suzuki Cultus EURO II 2007,Suzuki,2007,20000,Petrol,Automatic,Rawalpindi,White,1000.0,Hatchback,8.4,4.026394406836516,4.2501998698953685,26.745025460933753
289,Suzuki Mehran VX Euro II 2015,Suzuki,2015,60000,Petrol,Manual,Islamabad,White,800.0,Hatchback,8.4,10.837845427233333,10.870057368576454,21.669294375891567
290,Suzuki Cultus VXLi 2009,Suzuki,2009,786,Petrol,Manual,Sindh,White,1000.0,Hatchback,8.4,1.3990195791275255,1.456049954149421,26.75257920288039
291,Suzuki Mehran VX (CNG) 2011,Suzuki,2011,35000,Petrol,Manual,Islamabad,White,800.0,Hatchback,8.4,2.4924137763237013,2.566051378596967,21.652343993867483
292,Suzuki Cultus VXRi 2008,Suzuki,2008,50000,Petrol,Manual,Rahim Yar Khan,White,1000.0,Hatchback,8.4,4.875213118851207,4.463383696655001,26.748368991488178
293,Suzuki Mehran VX (CNG) 2012,Suzuki,2012,20000,Petrol,Manual,Rawalpindi,Grey,800.0,Hatchback,8.4,2.906147592366324,2.8308445557631785,21.65646868035337
294,Suzuki Cultus VXR 2004,Suzuki,2004,60000,Petrol,Manual,Islamabad,Silver,1000.0,Hatchback,8.4,-8.442114152074282,-8.331645025462421,26.731247798857225
295,Suzuki Alto VXR 2012,Suzuki,2012,9780,Petrol,Manual,Punjab,Grey,1000.0,Hatchback,8.4,8.298215434042504,8.295459827510058,26.765579183597396
296,Suzuki Alto VXR 2009,Suzuki,2009,13456,Petrol,Manual,Multan,White,1000.0,Hatchback,8.4,3.803486093766878,3.8307612857970526,26.752654862299288
